Epoch,Training Set Accuracy, Generalization Set Accuracy,Training Set MSE, Generalization Set MSE
8940,91.9583,90.075,0.00459057,0.0239639
8945,91.9583,90.075,0.00458967,0.0239647
8950,91.9667,90.075,0.00458877,0.0239655
8955,91.975,90.075,0.00458787,0.0239662
8960,91.975,90.075,0.00458697,0.0239669
8965,91.975,90.075,0.00458606,0.0239675
8970,91.975,90.075,0.00458516,0.0239681
8975,91.9583,90.075,0.00458425,0.0239686
8980,91.9667,90.075,0.00458334,0.0239691
8985,91.9833,90.075,0.00458242,0.0239695
8990,91.9833,90.075,0.00458151,0.0239698
8995,92,90.075,0.0045806,0.0239701
9000,92,90.075,0.00457968,0.0239704
9005,92,90.05,0.00457876,0.0239705
9010,91.9917,90.075,0.00457784,0.0239707
9015,92,90.075,0.00457692,0.0239707
9020,92.0167,90.1,0.004576,0.0239707
9025,92,90.1,0.00457508,0.0239706
9030,91.9833,90.075,0.00457415,0.0239704
9035,91.9833,90.075,0.00457323,0.0239702
9040,91.975,90.1,0.0045723,0.0239699
9045,91.9833,90.125,0.00457138,0.0239695
9050,91.9833,90.2,0.00457045,0.023969
9055,91.9917,90.2,0.00456952,0.0239684
9060,92.0083,90.2,0.00456859,0.0239678
9065,92.0083,90.2,0.00456765,0.023967
9070,92.0167,90.2,0.00456672,0.0239662
9075,92.0083,90.2,0.00456579,0.0239653
9080,92,90.2,0.00456485,0.0239643
9085,91.9917,90.2,0.00456392,0.0239632
9090,91.9833,90.2,0.00456298,0.0239619
9095,91.975,90.2,0.00456205,0.0239606
9100,91.975,90.175,0.00456111,0.0239592
9105,91.9833,90.175,0.00456017,0.0239577
9110,92,90.15,0.00455923,0.023956
9115,91.9917,90.175,0.00455829,0.0239542
9120,91.9917,90.175,0.00455734,0.0239523
9125,91.9917,90.175,0.0045564,0.0239503
9130,91.9833,90.175,0.00455545,0.0239482
9135,91.9833,90.2,0.00455451,0.0239459
9140,91.9833,90.2,0.00455356,0.0239435
9145,92,90.2,0.00455261,0.0239409
9150,92.0083,90.2,0.00455166,0.0239382
9155,92.025,90.2,0.0045507,0.0239353
9160,92.0167,90.2,0.00454975,0.0239322
9165,92.0417,90.2,0.00454879,0.023929
9170,92.0417,90.2,0.00454783,0.0239256
9175,92.05,90.25,0.00454687,0.023922
9180,92.05,90.25,0.0045459,0.0239182
9185,92.075,90.225,0.00454493,0.0239142
9190,92.075,90.2,0.00454397,0.0239101
9195,92.0917,90.2,0.004543,0.0239057
9200,92.1083,90.175,0.00454202,0.0239011
9205,92.1083,90.175,0.00454105,0.0238963
9210,92.1,90.175,0.00454007,0.0238913
9215,92.1083,90.175,0.00453909,0.0238861
9220,92.1083,90.175,0.00453811,0.0238806
9225,92.1,90.175,0.00453713,0.023875
9230,92.1167,90.175,0.00453615,0.0238692
9235,92.1167,90.2,0.00453517,0.0238633
9240,92.1333,90.2,0.0045342,0.0238572
9245,92.1417,90.225,0.00453322,0.0238509
9250,92.1417,90.2,0.00453225,0.0238445
9255,92.1417,90.2,0.00453128,0.0238381
9260,92.125,90.2,0.00453031,0.0238316
9265,92.1417,90.2,0.00452935,0.023825
9270,92.15,90.2,0.0045284,0.0238184
9275,92.15,90.2,0.00452746,0.0238119
9280,92.1667,90.225,0.00452652,0.0238054
9285,92.1833,90.225,0.00452559,0.0237989
9290,92.1917,90.225,0.00452467,0.0237925
9295,92.2083,90.25,0.00452376,0.0237862
9300,92.2083,90.25,0.00452287,0.0237801
9305,92.2167,90.25,0.00452198,0.0237741
9310,92.2083,90.25,0.0045211,0.0237682
9315,92.225,90.25,0.00452024,0.0237625
9320,92.2417,90.25,0.00451938,0.0237569
9325,92.25,90.25,0.00451854,0.0237515
9330,92.2333,90.25,0.0045177,0.0237463
9335,92.2333,90.25,0.00451687,0.0237413
9340,92.2083,90.225,0.00451605,0.0237364
9345,92.2083,90.225,0.00451524,0.0237318
9350,92.2083,90.225,0.00451444,0.0237273
9355,92.2167,90.2,0.00451364,0.0237229
9360,92.2167,90.175,0.00451285,0.0237188
9365,92.2167,90.15,0.00451206,0.0237148
9370,92.225,90.15,0.00451128,0.023711
9375,92.225,90.15,0.00451051,0.0237074
9380,92.2167,90.15,0.00450974,0.0237039
9385,92.225,90.125,0.00450897,0.0237006
9390,92.225,90.125,0.00450821,0.0236974
9395,92.2167,90.125,0.00450745,0.0236944
9400,92.225,90.125,0.00450669,0.0236915
9405,92.2333,90.125,0.00450594,0.0236888
9410,92.2333,90.125,0.00450519,0.0236862
9415,92.2083,90.1,0.00450444,0.0236837
9420,92.225,90.1,0.00450369,0.0236814
9425,92.225,90.125,0.00450295,0.0236791
9430,92.225,90.125,0.00450221,0.023677
9435,92.2083,90.125,0.00450147,0.023675
9440,92.225,90.125,0.00450073,0.0236731
9445,92.225,90.15,0.0045,0.0236714
9450,92.225,90.15,0.00449926,0.0236697
9455,92.2333,90.175,0.00449853,0.0236681
9460,92.25,90.175,0.0044978,0.0236667
9465,92.2333,90.175,0.00449706,0.0236653
9470,92.2417,90.175,0.00449633,0.0236641
9475,92.2417,90.175,0.0044956,0.023663
9480,92.2417,90.2,0.00449487,0.023662
9485,92.2417,90.2,0.00449414,0.0236611
9490,92.2417,90.2,0.00449342,0.0236603
9495,92.2417,90.225,0.00449269,0.0236597
9500,92.2417,90.225,0.00449197,0.0236593
9505,92.2333,90.225,0.00449126,0.023659
9510,92.2167,90.225,0.00449055,0.0236589
9515,92.2083,90.2,0.00448986,0.0236591
9520,92.2,90.2,0.0044892,0.0236596
9525,92.2083,90.2,0.00448857,0.0236605
9530,92.2167,90.225,0.00448802,0.0236618
9535,92.225,90.225,0.0044876,0.0236638
9540,92.2083,90.225,0.00448745,0.0236665
9545,92.2083,90.225,0.00448793,0.02367
9550,92.1667,90.225,0.00449019,0.0236746
9555,92.15,90.2,0.00449915,0.0236863
9560,92.25,90.225,0.00454473,0.0237001
9565,92.0667,90.2,0.00845449,0.0234457
9570,92.25,90.3,0.0061172,0.0233316
9575,92.2333,90.5,0.00564604,0.0230036
9580,92.2583,90.3,0.0059367,0.0230166
9585,92.4,90.175,0.00524025,0.0238386
9590,92.5583,90.3,0.00538611,0.0231382
9595,92.4167,90.2,0.00567463,0.0235336
9600,92.5,90.425,0.00546381,0.0229704
9605,92.35,90.45,0.00533169,0.0229254
9610,92.75,90.425,0.00520095,0.0232366
9615,92.45,90.275,0.0051729,0.0236037
9620,92.3917,90.25,0.00568755,0.0231671
9625,92.3083,90.325,0.00543648,0.0231536
9630,92.525,90.475,0.00512313,0.0231987
9635,92.725,90.475,0.0047357,0.0234656
9640,92.5667,90.425,0.00496062,0.0233366
9645,92.525,90.475,0.00524122,0.0231763
9650,92.675,90.325,0.00490241,0.023255
9655,92.7167,90.4,0.00462298,0.0231857
9660,92.65,90.6,0.00474689,0.0233821
9665,92.6333,90.425,0.00460737,0.0232154
9670,92.4667,90.525,0.00522684,0.0234049
9675,92.5583,90.35,0.00506008,0.0234008
9680,92.3417,90.325,0.00568596,0.0236694
9685,92.5667,90.35,0.00529359,0.0234983
9690,92.6667,90.375,0.00538236,0.0232549
9695,92.5917,90.5,0.00539878,0.0232513
9700,92.5083,90.45,0.00536728,0.0234897
9705,92.7167,90.3,0.00496667,0.023649
9710,92.4667,90.4,0.00585376,0.0232856
9715,92.8583,90.55,0.00512525,0.0231663
9720,92.6583,90.425,0.00473003,0.023165
9725,92.775,90.625,0.0050744,0.0233663
9730,92.675,90.575,0.00524382,0.0232418
9735,92.725,90.45,0.00494448,0.0233013
9740,92.8,90.55,0.00465862,0.023207
9745,92.6583,90.425,0.00487121,0.0231584
9750,92.575,90.575,0.00475171,0.0235104
9755,92.725,90.475,0.00460025,0.0232631
9760,92.475,90.375,0.00555677,0.0233084
9765,92.6167,90.475,0.00476857,0.023271
9770,92.7,90.575,0.00548215,0.0233588
9775,92.825,90.5,0.00487408,0.0228607
9780,92.6333,90.475,0.00480608,0.0232465
9785,92.55,90.75,0.00532402,0.023113
9790,92.6583,90.425,0.00547614,0.0231922
9795,92.3917,90.55,0.00538257,0.023353
9800,92.7167,90.475,0.00504317,0.0231776
9805,92.775,90.425,0.00463468,0.0231007
9810,92.75,90.575,0.00481766,0.0229898
9815,92.6833,90.525,0.00531686,0.0230004
9820,92.6583,90.65,0.00525202,0.0230942
9825,92.9167,90.725,0.00489886,0.0232053
9830,92.7583,90.525,0.00495018,0.0232704
9835,92.6833,90.475,0.00480294,0.0230913
9840,92.75,90.275,0.00475351,0.0230624
9845,92.5583,90.45,0.00485874,0.0233932
9850,92.7083,90.475,0.00477585,0.0228746
9855,92.675,90.575,0.00459653,0.0231191
9860,92.6583,90.375,0.00466045,0.0230236
9865,92.625,90.6,0.00462497,0.0231856
9870,92.675,90.65,0.00460125,0.0231098
9875,92.6583,90.2,0.00530655,0.0236042
9880,92.5667,90.6,0.00535178,0.0232132
9885,92.8333,90.4,0.00535735,0.0231807
9890,92.7417,90.45,0.00504204,0.0228628
9895,92.7417,90.5,0.00462074,0.0231531
9900,92.625,90.475,0.00459669,0.0232148
9905,92.7083,90.375,0.00455686,0.0231615
9910,92.5917,90.325,0.00458669,0.0230825
9915,92.6583,90.375,0.00467045,0.0231863
9920,92.9083,90.45,0.00483037,0.0231168
9925,92.7333,90.2,0.00521613,0.0239056
9930,92.525,90.375,0.00527457,0.0225539
9935,92.7417,90.675,0.00474895,0.0231267
9940,92.55,90.025,0.0061083,0.0241254
9945,92.8083,90.275,0.00534788,0.0227375
9950,92.7333,90.65,0.00516946,0.0229312
9955,92.7417,90.625,0.00465067,0.0232906
9960,92.7,90.575,0.00458521,0.023173
9965,92.825,90.475,0.00454765,0.0231429
9970,92.75,90.475,0.00454572,0.0231513
9975,92.675,90.45,0.00454048,0.0230888
9980,92.625,90.425,0.00454086,0.0230874
9985,92.6,90.4,0.00456555,0.0230401
9990,92.7917,90.55,0.00499644,0.0231124
9995,92.7,90.525,0.00503458,0.022931
10000,92.875,90.35,0.00488872,0.0229693
10005,92.7333,90.325,0.00580461,0.0231416
10010,92.6917,90.575,0.00485919,0.0230409
10015,92.7417,90.375,0.00476463,0.0229525
10020,92.7417,90.45,0.00464973,0.0231256
10025,92.6917,90.45,0.00524839,0.0233279
10030,92.8167,90.45,0.00500393,0.0233358
10035,92.7417,90.4,0.00510515,0.0231662
10040,92.7,90.475,0.00464234,0.0231445
10045,92.7,90.425,0.0045687,0.0231617
10050,92.7583,90.525,0.0045766,0.0229924
10055,92.8083,90.6,0.00452572,0.0231176
10060,92.9083,90.375,0.00485307,0.0228885
10065,92.7667,90.375,0.00499853,0.0229575
10070,92.7417,90.375,0.00508973,0.0230508
10075,92.7,90.3,0.00459244,0.0231337
10080,92.725,90.5,0.00462134,0.0230445
10085,92.6333,90.45,0.00505748,0.0231765
10090,92.6917,90.525,0.00509538,0.0233525
10095,92.6667,90.475,0.00489321,0.023023
10100,92.7917,90.475,0.00465895,0.0232217
10105,92.725,90.4,0.0046721,0.0229634
10110,92.8,90.35,0.00498568,0.0229537
10115,92.7833,90.325,0.00455675,0.0231075
10120,92.7167,90.35,0.00454179,0.0231244
10125,92.7167,90.325,0.00453666,0.023039
10130,92.775,90.375,0.0045286,0.0231257
10135,92.6917,90.35,0.00454405,0.0231483
10140,92.6,90.2,0.00576481,0.0228688
10145,92.7833,90.5,0.00470794,0.0231023
10150,92.85,90.225,0.00494731,0.0231803
10155,92.8167,90.4,0.0047156,0.0232283
10160,92.775,90.425,0.00470387,0.022978
10165,92.8917,90.45,0.00455145,0.0230553
10170,92.6833,90.375,0.00457288,0.023187
10175,92.6417,90.325,0.00455501,0.0229716
10180,92.725,90.425,0.00451189,0.0230229
10185,92.7417,90.4,0.00451139,0.0230249
10190,92.7417,90.325,0.00453109,0.0230005
10195,92.7333,90.325,0.00475599,0.0233424
10200,92.675,90.425,0.0046901,0.0229682
10205,92.6667,90.425,0.00502464,0.0233503
10210,92.6583,90.475,0.00489764,0.023113
10215,92.7833,90.375,0.00455356,0.0229922
10220,92.7667,90.35,0.00451996,0.0230009
10225,92.8,90.475,0.00450125,0.0230282
10230,92.7667,90.475,0.00449198,0.0230395
10235,92.8083,90.4,0.00450394,0.0230858
10240,92.7667,90.425,0.00449861,0.023123
10245,92.7667,90.4,0.00448835,0.0231273
10250,92.725,90.425,0.00448386,0.0231194
10255,92.8167,90.275,0.0051884,0.0234398
10260,92.6667,90.425,0.00457118,0.0231567
10265,92.6833,90.35,0.0044915,0.0230875
10270,92.7417,90.425,0.00447894,0.0230737
10275,92.6917,90.45,0.00488946,0.0230702
10280,92.4833,90.225,0.00586695,0.0232682
10285,92.8417,90.4,0.0047662,0.0234434
10290,92.7917,90.425,0.00467951,0.0232712
10295,92.775,90.375,0.00458753,0.0229866
10300,92.8,90.425,0.00453225,0.0230403
10305,92.8417,90.45,0.00449512,0.0230972
10310,92.8,90.425,0.00448424,0.0230744
10315,92.7833,90.375,0.00448065,0.0230792
10320,92.75,90.45,0.00448734,0.0230997
10325,92.6917,90.375,0.00464382,0.0232917
10330,92.7,90.4,0.0044827,0.0231138
10335,92.75,90.1,0.00545103,0.0231353
10340,92.6333,90.25,0.00575288,0.0234235
10345,92.8083,90.375,0.00465745,0.0232838
10350,92.7083,90.375,0.00454666,0.0234739
10355,92.775,90.325,0.00471438,0.0231093
10360,92.7833,90.325,0.00473201,0.0229078
10365,92.7667,90.375,0.00468752,0.022926
10370,92.6667,90.475,0.00467047,0.0230738
10375,92.725,90.175,0.00503952,0.0232939
10380,92.8167,90.325,0.00451887,0.0229753
10385,92.8167,90.475,0.00450085,0.0230526
10390,92.7917,90.45,0.00487759,0.0230413
10395,92.7917,90.275,0.00454108,0.0229184
10400,92.7667,90.3,0.00449055,0.0229503
10405,92.8167,90.45,0.00446742,0.0229834
10410,92.825,90.375,0.00446161,0.0229543
10415,92.8417,90.4,0.00446581,0.0229872
10420,92.8167,90.325,0.00448189,0.0230778
10425,92.7417,90.275,0.0045459,0.0231405
10430,92.8083,90.4,0.00456497,0.0231073
10435,92.725,90.425,0.00502719,0.0228609
10440,92.925,90.325,0.00485984,0.0228065
10445,92.85,90.325,0.00458623,0.0230564
10450,92.85,90.325,0.00449244,0.0229968
10455,92.8,90.4,0.00452687,0.0230983
10460,92.9083,90.35,0.00447616,0.0230355
10465,92.8833,90.325,0.0044703,0.0230607
10470,92.8417,90.425,0.0044606,0.0230321
10475,92.725,90.35,0.00546526,0.0227864
10480,92.6,90.65,0.00604547,0.0227856
10485,92.8667,90.3,0.00470153,0.0232147
10490,92.8583,90.275,0.00450997,0.0230453
10495,92.8167,90.3,0.00448073,0.0230506
10500,92.8083,90.3,0.0044708,0.0230455
10505,92.8167,90.275,0.00446819,0.0230261
10510,92.875,90.15,0.00536563,0.0232679
10515,92.9,90.375,0.00459341,0.0230504
10520,92.7667,90.45,0.00473217,0.0228145
10525,92.6167,90.4,0.0061587,0.0231766
10530,92.8917,90.2,0.00497896,0.0231096
10535,92.85,90.35,0.00452914,0.0229003
10540,92.9083,90.35,0.00447727,0.0229666
10545,92.8,90.2,0.00448294,0.0230314
10550,92.8083,90.375,0.00446898,0.0230156
10555,92.8667,90.325,0.00446132,0.023069
10560,92.775,90.325,0.00445625,0.0230364
10565,92.7833,90.175,0.0045645,0.0230309
10570,92.75,90.35,0.00494749,0.0227851
10575,92.8833,90.4,0.00481449,0.0230536
10580,92.7833,90.45,0.00478362,0.0232401
10585,92.9,90.425,0.00467765,0.0231034
10590,92.725,90.25,0.00520837,0.0229527
10595,92.8667,90.3,0.00466736,0.0229737
10600,92.7667,90.25,0.00553985,0.0228976
10605,92.925,90.275,0.0048191,0.0230645
10610,92.85,90.35,0.00452892,0.022972
10615,92.7583,90.375,0.00523758,0.022967
10620,92.8583,90.35,0.00450743,0.0229186
10625,92.9083,90.35,0.0044729,0.0230138
10630,92.95,90.35,0.00445737,0.0230128
10635,92.95,90.35,0.00444607,0.0229918
10640,92.8667,90.275,0.00445495,0.0230635
10645,92.825,90.275,0.00474379,0.0230999
10650,92.8833,90.375,0.00457761,0.0231067
10655,92.8417,90.275,0.0044812,0.0230869
10660,92.8167,90.575,0.00450703,0.0230259
10665,92.8083,90.225,0.00473714,0.0231341
10670,92.7583,90.45,0.00460042,0.0230159
10675,92.9,90.4,0.00445083,0.0230242
10680,92.8583,90.475,0.00443973,0.0231296
10685,92.8083,90.45,0.00476689,0.0234531
10690,92.6333,90.15,0.00564876,0.0236419
10695,92.8333,90.425,0.00498429,0.022725
10700,92.8167,90.225,0.00502705,0.0232429
10705,92.9583,90.175,0.00487049,0.0234826
10710,93,90.425,0.00492214,0.0232457
10715,92.9917,90.325,0.00458965,0.0230134
10720,92.5583,90.575,0.00653442,0.0229637
10725,93.05,90.25,0.00521098,0.0235345
10730,92.8667,90.45,0.00493801,0.0228273
10735,92.85,90.425,0.00454673,0.0229233
10740,92.925,90.475,0.00447688,0.0230733
10745,92.9667,90.475,0.00445346,0.02304
10750,92.9917,90.475,0.00444587,0.0230643
10755,92.9833,90.5,0.0044384,0.0230698
10760,92.9417,90.475,0.00442841,0.0230579
10765,92.9583,90.425,0.0044202,0.0230288
10770,92.9667,90.35,0.00445426,0.023151
10775,92.925,90.425,0.00468405,0.0231884
10780,92.8917,90.475,0.00445746,0.0231328
10785,92.85,90.2,0.00467112,0.0232084
10790,92.8917,90.35,0.00503321,0.0231304
10795,93.0333,90.375,0.00447454,0.0230878
10800,92.8833,90.425,0.00442919,0.0230044
10805,92.925,90.375,0.00440883,0.0230356
10810,92.9083,90.325,0.00441953,0.0231434
10815,92.6,90.6,0.00577994,0.0229928
10820,92.8917,90.35,0.00484392,0.0230244
10825,92.7917,90.45,0.00498602,0.0230946
10830,92.9583,90.475,0.0047353,0.023093
10835,92.8667,90.2,0.00537543,0.0234314
10840,92.9667,90.45,0.00461521,0.0231949
10845,92.9917,90.5,0.00473982,0.0230523
10850,92.6917,90.325,0.00483209,0.0230543
10855,93.0583,90.4,0.00463355,0.0228447
10860,92.7833,90.625,0.00573086,0.0228453
10865,92.8083,90.425,0.00513824,0.0235905
10870,92.9167,90.325,0.00464479,0.0231865
10875,92.75,90.4,0.00547945,0.0232987
10880,92.775,90.3,0.00523619,0.0229657
10885,92.6917,90.4,0.00516294,0.022936
10890,92.8917,90.425,0.00516803,0.0229451
10895,93,90.4,0.00458647,0.0229234
10900,92.8667,90.55,0.00448179,0.022976
10905,92.8583,90.4,0.00445092,0.0230176
10910,92.9417,90.45,0.00443397,0.0230519
10915,92.9417,90.45,0.00442919,0.0229811
10920,93.0083,90.4,0.00443003,0.0230372
10925,92.9083,90.475,0.0045852,0.023181
10930,92.85,90.4,0.00492784,0.0228254
10935,93,90.375,0.00494008,0.0228005
10940,92.9667,90.45,0.00469345,0.0230104
10945,93.0083,90.5,0.0044467,0.0230783
10950,92.9917,90.425,0.00442299,0.0230991
10955,92.9667,90.425,0.00440653,0.0230844
10960,92.9,90.45,0.00439758,0.0230324
10965,92.8667,90.45,0.00466589,0.0231058
10970,92.9417,90.425,0.00441161,0.0230094
10975,92.825,90.625,0.00441347,0.0230602
10980,92.9,90.575,0.00440852,0.023151
10985,92.8833,90.5,0.00455923,0.0233298
10990,92.85,90.525,0.00462739,0.0230912
10995,92.9833,90.45,0.00448398,0.0231136
11000,92.9,90.55,0.00441967,0.023241
11005,92.8917,90.475,0.00440779,0.0232459
11010,92.825,90.575,0.00439356,0.0232215
11015,92.825,90.525,0.004388,0.0231487
11020,92.825,90.575,0.0043881,0.0232173
11025,92.8,90.55,0.00438953,0.0231637
11030,92.95,90.4,0.0047305,0.0230958
11035,92.95,90.55,0.00469339,0.0231783
11040,92.9917,90.45,0.00441637,0.02319
11045,92.8833,90.525,0.00439026,0.0231257
11050,92.875,90.55,0.00437737,0.0231993
11055,92.8417,90.525,0.00438689,0.0231111
11060,92.825,90.55,0.00437495,0.0231675
11065,92.7667,90.55,0.00437632,0.0231747
11070,92.775,90.55,0.00437476,0.0231693
11075,92.775,90.525,0.00437305,0.0231884
11080,92.8,90.5,0.00437115,0.023204
11085,92.8,90.5,0.00436934,0.0232192
11090,92.7917,90.5,0.00436765,0.0232331
11095,92.775,90.475,0.00436607,0.0232465
11100,92.7583,90.475,0.00436458,0.023259
11105,92.7583,90.475,0.00436316,0.0232707
11110,92.7417,90.475,0.00436183,0.0232819
11115,92.7417,90.475,0.00436058,0.0232924
11120,92.7417,90.45,0.00435939,0.0233026
11125,92.7167,90.45,0.00435826,0.0233124
11130,92.7083,90.425,0.00435717,0.0233218
11135,92.7167,90.425,0.00435612,0.0233308
11140,92.7167,90.425,0.00435509,0.0233396
11145,92.7417,90.425,0.00435408,0.023348
11150,92.75,90.425,0.00435309,0.0233562
11155,92.7417,90.425,0.00435211,0.023364
11160,92.7583,90.425,0.00435115,0.0233716
11165,92.725,90.425,0.0043502,0.0233789
11170,92.725,90.425,0.00434926,0.0233859
11175,92.7167,90.4,0.00434834,0.0233927
11180,92.7167,90.425,0.00434742,0.0233993
11185,92.7167,90.425,0.00434652,0.0234057
11190,92.7083,90.425,0.00434563,0.0234118
11195,92.7083,90.425,0.00434475,0.0234178
11200,92.7,90.425,0.00434388,0.0234236
11205,92.7,90.425,0.00434302,0.0234292
11210,92.6917,90.475,0.00434216,0.0234346
11215,92.6917,90.475,0.00434131,0.0234399
11220,92.675,90.45,0.00434047,0.023445
11225,92.675,90.45,0.00433964,0.02345
11230,92.6667,90.45,0.00433881,0.0234548
11235,92.6667,90.45,0.00433798,0.0234595
11240,92.6583,90.45,0.00433716,0.023464
11245,92.675,90.45,0.00433634,0.0234683
11250,92.675,90.45,0.00433553,0.0234726
11255,92.675,90.45,0.00433471,0.0234766
11260,92.675,90.45,0.0043339,0.0234806
11265,92.675,90.425,0.0043331,0.0234844
11270,92.65,90.425,0.00433229,0.0234881
11275,92.6583,90.425,0.00433149,0.0234917
11280,92.65,90.425,0.00433069,0.0234951
11285,92.6417,90.425,0.00432989,0.0234984
11290,92.65,90.425,0.00432909,0.0235017
11295,92.6417,90.45,0.0043283,0.0235048
11300,92.6417,90.45,0.00432751,0.0235077
11305,92.6667,90.45,0.00432672,0.0235106
11310,92.6583,90.475,0.00432594,0.0235134
11315,92.6667,90.475,0.00432515,0.0235161
11320,92.6667,90.475,0.00432438,0.0235187
11325,92.6833,90.475,0.0043236,0.0235211
11330,92.6667,90.475,0.00432283,0.0235235
11335,92.675,90.475,0.00432206,0.0235258
11340,92.7,90.475,0.0043213,0.023528
11345,92.6917,90.475,0.00432054,0.0235302
11350,92.6833,90.475,0.00431979,0.0235322
11355,92.7,90.475,0.00431904,0.0235342
11360,92.675,90.475,0.0043183,0.0235361
11365,92.675,90.475,0.00431756,0.0235379
11370,92.6667,90.475,0.00431683,0.0235396
11375,92.6667,90.45,0.0043161,0.0235413
11380,92.6667,90.45,0.00431538,0.0235429
11385,92.6667,90.45,0.00431466,0.0235444
11390,92.6667,90.45,0.00431395,0.0235458
11395,92.675,90.45,0.00431324,0.0235472
11400,92.6667,90.45,0.00431254,0.0235485
11405,92.675,90.4,0.00431185,0.0235498
11410,92.675,90.4,0.00431116,0.023551
11415,92.6833,90.4,0.00431047,0.0235522
11420,92.7,90.4,0.0043098,0.0235533
11425,92.7,90.4,0.00430912,0.0235543
11430,92.6833,90.425,0.00430845,0.0235553
11435,92.675,90.425,0.00430779,0.0235562
11440,92.6583,90.425,0.00430713,0.0235571
11445,92.6417,90.425,0.00430648,0.023558
11450,92.6333,90.425,0.00430583,0.0235588
11455,92.65,90.425,0.00430519,0.0235596
11460,92.65,90.425,0.00430455,0.0235603
11465,92.65,90.425,0.00430392,0.023561
11470,92.6667,90.425,0.00430329,0.0235616
11475,92.6583,90.425,0.00430267,0.0235622
11480,92.65,90.425,0.00430205,0.0235628
11485,92.6417,90.425,0.00430144,0.0235634
11490,92.6417,90.425,0.00430083,0.0235639
11495,92.65,90.425,0.00430023,0.0235644
11500,92.6583,90.4,0.00429963,0.0235648
11505,92.6583,90.4,0.00429903,0.0235653
11510,92.65,90.4,0.00429844,0.0235657
11515,92.6583,90.4,0.00429786,0.0235661
11520,92.6417,90.4,0.00429727,0.0235664
11525,92.65,90.4,0.0042967,0.0235668
11530,92.6583,90.4,0.00429612,0.0235671
11535,92.6583,90.4,0.00429555,0.0235674
11540,92.6583,90.375,0.00429498,0.0235677
11545,92.6667,90.35,0.00429442,0.0235679
11550,92.6667,90.35,0.00429386,0.0235682
11555,92.6667,90.35,0.00429331,0.0235684
11560,92.675,90.35,0.00429276,0.0235686
11565,92.6667,90.35,0.00429221,0.0235688
11570,92.675,90.325,0.00429167,0.023569
11575,92.6667,90.325,0.00429113,0.0235692
11580,92.6667,90.325,0.00429059,0.0235694
11585,92.6667,90.325,0.00429006,0.0235695
11590,92.6833,90.325,0.00428953,0.0235697
11595,92.675,90.325,0.004289,0.0235698
11600,92.675,90.325,0.00428848,0.0235699
11605,92.675,90.325,0.00428796,0.02357
11610,92.6833,90.325,0.00428744,0.0235701
11615,92.6667,90.325,0.00428693,0.0235702
11620,92.6583,90.325,0.00428642,0.0235702
11625,92.6583,90.325,0.00428592,0.0235703
11630,92.6583,90.325,0.00428541,0.0235703
11635,92.6583,90.3,0.00428491,0.0235703
11640,92.6667,90.3,0.00428442,0.0235704
11645,92.6667,90.3,0.00428392,0.0235704
11650,92.6667,90.3,0.00428343,0.0235704
11655,92.6667,90.275,0.00428295,0.0235703
11660,92.6667,90.275,0.00428246,0.0235703
11665,92.6667,90.3,0.00428198,0.0235703
11670,92.6667,90.3,0.0042815,0.0235702
11675,92.6667,90.325,0.00428103,0.0235702
11680,92.6667,90.325,0.00428056,0.0235701
11685,92.675,90.325,0.00428009,0.02357
11690,92.6833,90.3,0.00427962,0.0235699
11695,92.6917,90.3,0.00427916,0.0235698
11700,92.7083,90.3,0.0042787,0.0235697
11705,92.7083,90.3,0.00427824,0.0235696
11710,92.7083,90.325,0.00427779,0.0235694
11715,92.7083,90.325,0.00427734,0.0235693
11720,92.7167,90.325,0.00427689,0.0235691
11725,92.7083,90.325,0.00427645,0.023569
11730,92.7167,90.325,0.004276,0.0235688
11735,92.7167,90.325,0.00427556,0.0235686
11740,92.725,90.325,0.00427513,0.0235684
11745,92.7167,90.325,0.00427469,0.0235682
11750,92.725,90.325,0.00427426,0.023568
11755,92.725,90.3,0.00427383,0.0235677
11760,92.7417,90.3,0.00427341,0.0235675
11765,92.7417,90.3,0.00427299,0.0235672
11770,92.7417,90.3,0.00427257,0.023567
11775,92.7417,90.3,0.00427215,0.0235667
11780,92.7333,90.3,0.00427173,0.0235664
11785,92.7417,90.3,0.00427132,0.0235662
11790,92.75,90.3,0.00427091,0.0235659
11795,92.75,90.3,0.00427051,0.0235656
11800,92.7417,90.3,0.0042701,0.0235652
11805,92.7583,90.3,0.0042697,0.0235649
11810,92.7583,90.3,0.0042693,0.0235646
11815,92.7667,90.3,0.0042689,0.0235642
11820,92.7667,90.3,0.00426851,0.0235639
11825,92.775,90.325,0.00426812,0.0235635
11830,92.775,90.325,0.00426773,0.0235632
11835,92.775,90.325,0.00426735,0.0235628
11840,92.7667,90.325,0.00426696,0.0235624
11845,92.7667,90.325,0.00426658,0.023562
11850,92.7583,90.325,0.0042662,0.0235616
11855,92.7583,90.325,0.00426583,0.0235612
11860,92.75,90.325,0.00426545,0.0235608
11865,92.7583,90.325,0.00426508,0.0235604
11870,92.7667,90.325,0.00426471,0.0235599
11875,92.775,90.325,0.00426434,0.0235595
11880,92.7833,90.325,0.00426398,0.023559
11885,92.7833,90.325,0.00426362,0.0235586
11890,92.7833,90.325,0.00426326,0.0235581
11895,92.7833,90.325,0.0042629,0.0235577
11900,92.7917,90.325,0.00426254,0.0235572
